school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject
GP,M,16.0,U,LE3,T,1.0,1.0,services,other,course,mother,1.0,2.0,1.0,False,False,False,False,True,True,False,True,4.0,4.0,4.0,1.0,3.0,5.0,0.0,14.0,12.0,12,math
GP,F,15.0,U,,T,4.0,4.0,teacher,teacher,course,mother,2.0,1.0,0.0,False,False,False,True,True,,,False,4.0,3.0,2.0,1.0,1.0,5.0,0.0,16.0,16.0,15,math
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,services,course,father,2.0,4.0,0.0,True,True,False,False,True,True,,False,2.0,2.0,2.0,1.0,1.0,3.0,0.0,,9.0,0,math
GP,M,16.0,U,LE3,T,2.0,2.0,services,services,reputation,father,2.0,1.0,2.0,False,True,False,True,True,,True,False,2.0,3.0,3.0,2.0,2.0,2.0,8.0,,,9,math
GP,F,15.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,False,True,True,True,True,True,True,False,4.0,2.0,2.0,1.0,,5.0,2.0,9.0,11.0,11,math
GP,,16.0,U,LE3,T,1.0,1.0,at_home,at_home,course,mother,1.0,1.0,0.0,,False,False,False,True,True,True,False,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13,math
GP,M,17.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,3.0,False,True,False,False,True,True,True,False,5.0,4.0,5.0,1.0,2.0,5.0,0.0,5.0,0.0,0,math
GP,F,15.0,U,,T,,1.0,other,services,course,father,1.0,2.0,0.0,False,,True,False,True,True,True,False,4.0,4.0,2.0,1.0,2.0,5.0,0.0,8.0,11.0,11,math
GP,F,15.0,U,GT3,T,3.0,2.0,health,services,home,father,1.0,2.0,3.0,False,True,False,False,True,True,True,False,,3.0,2.0,1.0,1.0,3.0,0.0,6.0,7.0,0,math
GP,F,15.0,U,GT3,T,1.0,2.0,at_home,other,course,mother,1.0,2.0,0.0,False,True,True,False,False,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,2.0,10.0,11.0,11,math
GP,M,16.0,U,GT3,,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,,False,True,False,False,True,False,,True,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,6.0,0,math
GP,,15.0,,LE3,A,2.0,1.0,services,,course,mother,4.0,1.0,3.0,False,False,False,False,True,True,True,False,4.0,5.0,5.0,2.0,5.0,5.0,0.0,8.0,9.0,10,math
GP,M,18.0,U,LE3,T,1.0,1.0,other,other,course,mother,1.0,1.0,3.0,False,False,False,False,True,False,True,True,2.0,3.0,5.0,2.0,5.0,4.0,0.0,,5.0,0,math
GP,M,16.0,U,LE3,T,,1.0,at_home,other,course,mother,1.0,1.0,1.0,False,False,False,True,True,True,False,True,4.0,,4.0,3.0,5.0,5.0,6.0,,13.0,14,math
GP,F,15.0,R,GT3,T,3.0,3.0,services,services,reputation,other,2.0,3.0,2.0,False,True,True,True,True,True,True,True,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10,math
GP,M,19.0,U,GT3,,3.0,2.0,services,at_home,home,mother,1.0,1.0,3.0,False,True,False,False,True,False,True,True,4.0,5.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,0,math
GP,F,17.0,U,GT3,T,4.0,4.0,other,teacher,course,mother,1.0,1.0,0.0,True,True,False,False,True,True,False,True,4.0,2.0,1.0,1.0,,4.0,0.0,11.0,11.0,12,math
GP,M,15.0,R,GT3,T,2.0,3.0,at_home,services,course,mother,1.0,2.0,0.0,True,False,True,True,True,True,False,False,4.0,4.0,4.0,1.0,1.0,1.0,2.0,,,8,math
GP,M,17.0,R,LE3,T,1.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,False,,False,False,True,True,False,False,2.0,2.0,2.0,3.0,3.0,5.0,8.0,,12.0,13,math
GP,F,18.0,R,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,1.0,3.0,False,True,False,True,False,True,False,False,5.0,2.0,5.0,1.0,5.0,4.0,6.0,9.0,8.0,10,math
GP,M,16.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,3.0,1.0,0.0,False,False,False,False,False,True,False,False,4.0,,2.0,1.0,2.0,3.0,2.0,17.0,15.0,15,math
GP,M,16.0,U,GT3,T,,3.0,other,services,course,father,1.0,2.0,1.0,False,True,True,False,True,True,,True,4.0,5.0,5.0,4.0,4.0,,4.0,10.0,12.0,12,math
GP,,17.0,R,LE3,T,2.0,1.0,at_home,other,course,mother,2.0,1.0,2.0,False,False,False,True,True,False,True,True,3.0,3.0,2.0,,2.0,5.0,0.0,7.0,6.0,0,math
GP,M,15.0,R,GT3,T,3.0,2.0,other,,course,mother,2.0,2.0,2.0,True,True,False,False,True,True,True,True,4.0,4.0,4.0,1.0,4.0,3.0,6.0,5.0,9.0,7,math
GP,M,16.0,U,LE3,T,1.0,2.0,other,other,course,mother,2.0,1.0,1.0,False,False,False,True,True,True,,False,4.0,4.0,4.0,2.0,4.0,5.0,0.0,7.0,0.0,0,math
GP,M,17.0,U,GT3,T,,3.0,at_home,services,course,father,1.0,1.0,0.0,False,False,False,False,True,False,True,False,5.0,3.0,3.0,1.0,4.0,2.0,2.0,10.0,10.0,10,math
GP,M,17.0,R,LE3,T,1.0,1.0,other,services,course,mother,4.0,2.0,3.0,False,False,False,True,True,False,,True,5.0,3.0,5.0,1.0,5.0,5.0,0.0,5.0,8.0,7,math
GP,M,16.0,U,GT3,T,3.0,2.0,services,services,course,,2.0,1.0,1.0,False,True,False,True,False,False,False,False,4.0,5.0,2.0,1.0,1.0,2.0,16.0,,,12,
GP,M,16.0,U,GT3,T,2.0,2.0,other,other,course,father,1.0,2.0,0.0,False,False,False,False,True,False,True,False,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10,math
GP,F,16.0,U,GT3,T,4.0,2.0,health,services,home,father,1.0,2.0,0.0,False,False,True,False,True,True,True,True,4.0,2.0,3.0,1.0,1.0,3.0,0.0,14.0,15.0,16,math
GP,F,16.0,U,GT3,,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,False,True,True,False,False,True,True,False,5.0,1.0,5.0,1.0,1.0,4.0,0.0,,7.0,0,math
GP,F,16.0,U,GT3,T,4.0,4.0,health,health,reputation,mother,1.0,2.0,0.0,,True,True,False,True,,True,True,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14,math
GP,M,16.0,U,GT3,T,3.0,4.0,other,other,course,father,3.0,1.0,2.0,False,True,False,True,False,True,True,False,3.0,4.0,5.0,2.0,4.0,2.0,0.0,6.0,5.0,0,math
GP,M,16.0,,GT3,T,1.0,0.0,other,other,reputation,mother,,2.0,0.0,False,True,True,True,True,True,True,True,4.0,3.0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,16,math
GP,M,17.0,U,LE3,T,4.0,4.0,teacher,other,reputation,mother,1.0,2.0,0.0,False,True,True,True,True,True,True,False,4.0,4.0,4.0,1.0,3.0,5.0,0.0,13.0,,10,math
GP,F,16.0,U,GT3,T,1.0,3.0,at_home,services,home,mother,1.0,2.0,3.0,False,False,False,True,False,True,True,True,4.0,3.0,5.0,1.0,1.0,3.0,0.0,8.0,7.0,0,math
GP,F,16.0,U,LE3,T,3.0,3.0,other,other,reputation,mother,2.0,2.0,0.0,False,True,True,True,True,True,True,False,4.0,4.0,5.0,1.0,1.0,4.0,4.0,10.0,11.0,9,math
GP,M,17.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,2.0,2.0,0.0,False,False,True,True,True,True,True,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9,math
GP,F,16.0,U,GT3,T,2.0,2.0,services,other,reputation,,2.0,2.0,0.0,False,,True,True,False,True,True,False,3.0,4.0,4.0,,4.0,5.0,2.0,13.0,13.0,11,math
,M,17.0,U,,T,,3.0,other,other,reputation,father,1.0,2.0,0.0,False,False,False,True,False,True,True,False,4.0,3.0,4.0,1.0,,4.0,4.0,6.0,5.0,6,math
GP,,16.0,R,GT3,T,4.0,2.0,teacher,services,other,mother,1.0,1.0,0.0,,True,False,True,True,True,True,True,4.0,3.0,3.0,3.0,4.0,3.0,10.0,10.0,8.0,9,math
GP,M,17.0,U,GT3,T,,3.0,other,other,course,mother,1.0,2.0,0.0,False,True,False,True,True,True,True,True,5.0,2.0,3.0,1.0,1.0,2.0,4.0,,10.0,11,math
GP,M,16.0,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,False,True,True,True,True,True,True,False,3.0,4.0,3.0,2.0,3.0,3.0,10.0,9.0,8.0,8,math
GP,M,16.0,U,GT3,T,3.0,3.0,services,other,home,mother,,2.0,0.0,False,False,True,True,True,True,True,True,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,,12,math
GP,F,17.0,,GT3,T,2.0,4.0,services,services,,father,1.0,2.0,0.0,False,True,False,True,True,True,False,False,5.0,4.0,2.0,2.0,3.0,5.0,0.0,16.0,17.0,17,math
GP,F,,U,LE3,,3.0,3.0,,other,reputation,mother,1.0,2.0,0.0,False,True,False,True,True,True,True,True,5.0,3.0,3.0,2.0,3.0,1.0,56.0,9.0,9.0,8,math
,F,16.0,U,GT3,T,3.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,False,True,True,False,True,True,True,False,,2.0,2.0,1.0,2.0,1.0,14.0,12.0,,12,math
GP,M,17.0,U,GT3,T,3.0,,services,services,,mother,1.0,2.0,0.0,False,True,False,True,True,True,True,True,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11,
GP,,16.0,,GT3,T,1.0,2.0,services,services,other,mother,1.0,1.0,0.0,False,True,True,True,True,True,True,,3.0,3.0,3.0,1.0,2.0,3.0,2.0,11.0,12.0,11,math
GP,M,16.0,U,LE3,T,2.0,1.0,other,other,course,,1.0,2.0,0.0,False,False,True,True,True,True,True,True,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,,15,math
GP,F,17.0,U,GT3,A,3.0,3.0,health,other,reputation,mother,1.0,2.0,0.0,False,True,False,False,False,True,True,True,3.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,7.0,9,math
,M,17.0,R,GT3,T,1.0,2.0,at_home,other,home,mother,1.0,2.0,0.0,False,False,False,False,True,True,,False,3.0,,3.0,1.0,5.0,3.0,4.0,8.0,,10,math
GP,F,16.0,U,GT3,T,2.0,3.0,services,services,course,mother,1.0,2.0,0.0,False,False,False,False,True,True,True,False,4.0,3.0,3.0,1.0,1.0,2.0,10.0,11.0,12.0,13,math
GP,F,17.0,U,,T,1.0,1.0,at_home,services,course,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,False,5.0,,3.0,1.0,1.0,3.0,,8.0,8.0,9,math
GP,M,17.0,U,GT3,T,1.0,2.0,at_home,services,other,other,2.0,2.0,0.0,False,False,True,True,,True,True,False,4.0,4.0,4.0,4.0,5.0,5.0,12.0,,8.0,8,math
GP,M,16.0,,GT3,T,3.0,3.0,services,services,reputation,mother,1.0,1.0,0.0,False,True,False,True,True,True,,False,4.0,3.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,10,math
GP,M,16.0,U,GT3,,,3.0,other,other,home,father,2.0,1.0,0.0,False,False,False,False,True,True,True,False,5.0,3.0,3.0,1.0,,3.0,0.0,13.0,14.0,14,math
GP,F,17.0,,,T,2.0,4.0,services,services,course,father,1.0,2.0,0.0,False,False,False,True,True,True,True,True,4.0,3.0,2.0,1.0,1.0,5.0,0.0,,15.0,15,math
GP,M,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,1.0,1.0,0.0,False,False,False,False,True,True,True,False,5.0,2.0,3.0,1.0,2.0,5.0,4.0,17.0,15.0,16,math
GP,M,16.0,R,LE3,T,3.0,3.0,teacher,other,home,father,3.0,1.0,0.0,False,True,True,True,True,True,True,False,3.0,3.0,4.0,3.0,5.0,3.0,8.0,,,10,math
GP,F,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,2.0,1.0,1.0,False,True,False,False,True,True,True,False,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18,math
GP,F,16.0,U,,T,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,False,True,True,False,True,True,True,False,4.0,5.0,2.0,1.0,2.0,,0.0,9.0,9.0,10,math
GP,F,16.0,U,GT3,T,4.0,3.0,health,other,home,mother,1.0,,0.0,False,True,False,True,True,True,True,False,4.0,3.0,5.0,1.0,5.0,,2.0,16.0,,16,math
GP,F,16.0,U,GT3,T,2.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,True,True,True,True,True,True,False,False,4.0,4.0,3.0,,3.0,4.0,6.0,8.0,10.0,10,math
GP,F,17.0,U,GT3,T,1.0,1.0,other,,course,mother,,2.0,0.0,False,True,,False,False,True,False,,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10,math
GP,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,False,True,False,False,True,True,,False,,3.0,2.0,1.0,,3.0,18.0,7.0,6.0,6,math
GP,F,16.0,R,GT3,T,2.0,2.0,services,services,reputation,mother,2.0,4.0,0.0,False,True,,True,False,True,True,False,5.0,3.0,5.0,1.0,1.0,5.0,6.0,,10.0,11,math
GP,F,17.0,U,GT3,T,3.0,4.0,at_home,services,home,mother,1.0,3.0,1.0,False,,True,False,True,True,True,,4.0,4.0,3.0,3.0,4.0,5.0,28.0,10.0,9.0,9,math
GP,F,16.0,U,GT3,A,3.0,1.0,services,other,course,mother,1.0,2.0,3.0,False,True,True,False,True,True,True,False,2.0,3.0,3.0,2.0,,,5.0,7.0,7.0,7,math
GP,F,16.0,U,GT3,T,4.0,3.0,teacher,other,,mother,1.0,2.0,0.0,False,False,True,True,True,True,True,True,1.0,3.0,2.0,1.0,1.0,1.0,10.0,11.0,,13,math
GP,F,16.0,U,GT3,T,1.0,1.0,at_home,other,home,mother,2.0,1.0,0.0,False,True,True,False,True,True,False,False,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10,math
GP,F,17.0,R,GT3,T,4.0,,teacher,other,reputation,,2.0,3.0,0.0,False,True,True,True,,True,True,True,4.0,4.0,2.0,1.0,1.0,4.0,6.0,,7.0,7,math
GP,F,19.0,U,GT3,T,3.0,3.0,other,other,reputation,other,1.0,4.0,0.0,False,True,True,True,True,True,True,False,4.0,3.0,,1.0,2.0,3.0,10.0,8.0,8.0,8,math
GP,M,17.0,U,LE3,T,4.0,,services,other,home,mother,,2.0,0.0,False,True,True,,True,True,True,True,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13,math
GP,F,16.0,U,GT3,A,2.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,True,True,True,False,True,,,False,3.0,3.0,4.0,1.0,1.0,4.0,0.0,,13.0,14,math
GP,M,,U,GT3,T,,2.0,services,other,home,mother,1.0,2.0,1.0,False,True,True,True,True,True,True,False,4.0,4.0,4.0,2.0,4.0,5.0,15.0,6.0,7.0,8,math
GP,F,17.0,R,LE3,T,4.0,4.0,services,other,other,mother,1.0,1.0,0.0,False,True,True,False,True,True,False,False,5.0,2.0,1.0,1.0,2.0,3.0,12.0,,10.0,10,math
GP,F,17.0,U,LE3,T,3.0,2.0,other,other,reputation,mother,2.0,2.0,,False,False,True,False,True,True,True,False,,4.0,4.0,1.0,3.0,1.0,2.0,14.0,15.0,15,math
GP,F,17.0,U,GT3,T,4.0,3.0,other,other,reputation,mother,1.0,2.0,2.0,False,False,True,False,True,True,True,True,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4,math
GP,M,18.0,U,LE3,T,3.0,3.0,services,health,home,father,1.0,2.0,1.0,False,True,True,False,True,True,True,False,3.0,2.0,4.0,2.0,4.0,4.0,13.0,,6.0,8,math
GP,F,17.0,U,GT3,T,2.0,3.0,at_home,other,home,,2.0,1.0,0.0,False,True,True,False,,True,False,False,3.0,3.0,3.0,1.0,4.0,3.0,3.0,,7.0,8,math
GP,F,17.0,U,GT3,T,2.0,2.0,at_home,at_home,course,mother,1.0,3.0,0.0,False,True,True,True,True,True,True,False,4.0,3.0,3.0,1.0,1.0,4.0,4.0,,10.0,10,math
GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,reputation,mother,2.0,2.0,0.0,False,True,False,True,True,True,True,False,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,,6,math
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,reputation,mother,1.0,3.0,1.0,False,True,,True,True,,False,True,4.0,,4.0,1.0,1.0,5.0,0.0,6.0,5.0,0,math
GP,F,16.0,U,GT3,T,2.0,3.0,services,teacher,,mother,1.0,2.0,0.0,True,False,False,False,True,True,True,False,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,,17,math
GP,M,18.0,U,GT3,T,2.0,2.0,,other,home,mother,2.0,2.0,0.0,False,True,True,False,True,True,,False,3.0,,,5.0,5.0,4.0,0.0,12.0,13.0,13,math
GP,F,16.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,1.0,3.0,0.0,False,True,False,True,False,True,True,False,5.0,,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14,math
GP,F,18.0,R,GT3,T,3.0,1.0,other,other,reputation,mother,1.0,,1.0,False,False,False,True,True,True,True,True,5.0,3.0,3.0,1.0,,4.0,16.0,9.0,8.0,7,math
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,course,mother,1.0,2.0,0.0,False,False,False,True,False,True,,False,5.0,3.0,4.0,1.0,3.0,,10.0,16.0,15.0,15,math
GP,M,17.0,U,LE3,T,2.0,3.0,services,services,reputation,father,1.0,2.0,0.0,False,,True,False,False,True,True,False,5.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,11.0,12,math
GP,M,18.0,U,LE3,T,2.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,True,True,True,True,True,True,,True,4.0,3.0,2.0,4.0,5.0,3.0,14.0,10.0,,9,math
GP,,17.0,U,GT3,A,2.0,1.0,other,other,course,mother,2.0,3.0,,False,False,False,True,True,True,True,True,3.0,2.0,,1.0,2.0,3.0,10.0,,10.0,12,math
GP,F,17.0,U,LE3,T,4.0,3.0,health,other,reputation,father,1.0,2.0,0.0,False,False,False,True,True,True,True,True,3.0,2.0,3.0,1.0,2.0,3.0,14.0,,,14,math
GP,M,17.0,R,GT3,T,2.0,2.0,other,other,course,father,2.0,2.0,0.0,False,True,True,True,True,True,True,False,4.0,5.0,2.0,,1.0,1.0,4.0,,11.0,11,math
GP,M,17.0,U,GT3,T,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,True,True,False,True,True,True,True,True,4.0,5.0,5.0,1.0,3.0,2.0,14.0,11.0,9.0,9,math
GP,M,16.0,U,GT3,T,4.0,4.0,health,other,reputation,father,1.0,2.0,0.0,False,True,True,True,True,,True,False,4.0,2.0,4.0,2.0,4.0,1.0,2.0,14.0,,13,math
GP,M,16.0,U,LE3,T,1.0,1.0,other,other,,mother,2.0,2.0,0.0,False,True,True,,True,True,,False,,4.0,2.0,1.0,1.0,5.0,18.0,9.0,7.0,6,math
,M,16.0,U,GT3,T,3.0,2.0,at_home,,reputation,mother,2.0,3.0,0.0,False,False,False,True,True,True,True,True,5.0,3.0,3.0,1.0,3.0,2.0,10.0,11.0,9.0,10,math
GP,M,,U,LE3,T,2.0,2.0,other,other,home,,1.0,2.0,0.0,False,False,True,True,False,True,True,True,4.0,4.0,2.0,5.0,5.0,4.0,4.0,14.0,13.0,13,math
GP,F,16.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,1.0,0.0,False,,False,False,True,True,True,True,4.0,5.0,2.0,1.0,1.0,,20.0,13.0,12.0,12,math
GP,F,17.0,R,GT3,T,2.0,1.0,,services,course,mother,3.0,2.0,0.0,False,False,False,True,True,True,False,False,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,,11,math
,M,18.0,U,GT3,T,2.0,2.0,other,services,reputation,father,1.0,2.0,1.0,False,False,False,False,True,False,True,False,5.0,5.0,4.0,3.0,5.0,2.0,0.0,7.0,7.0,0,math
GP,M,17.0,,LE3,T,4.0,3.0,health,other,course,mother,,2.0,0.0,False,False,False,True,True,True,True,True,2.0,,5.0,1.0,4.0,5.0,14.0,,12.0,12,math
GP,M,17.0,R,LE3,A,4.0,,teacher,other,course,mother,2.0,2.0,0.0,False,True,True,False,True,True,,False,3.0,3.0,3.0,2.0,3.0,,,10.0,11.0,12,math
GP,M,16.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,1.0,1.0,0.0,False,False,False,True,False,True,True,False,5.0,,5.0,1.0,1.0,3.0,0.0,6.0,0.0,0,math
GP,M,16.0,U,,T,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,False,False,False,True,True,True,True,False,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12,math
GP,F,18.0,U,GT3,T,,1.0,other,other,course,other,2.0,3.0,0.0,False,True,True,False,False,True,True,True,4.0,4.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,0,math
GP,M,16.0,U,GT3,T,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,False,False,False,False,True,,True,False,4.0,3.0,3.0,1.0,,4.0,6.0,18.0,18.0,18,math
GP,M,17.0,U,GT3,T,2.0,3.0,,other,course,father,2.0,1.0,0.0,False,False,False,False,True,True,True,False,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13,math
GP,M,22.0,U,GT3,T,3.0,1.0,services,services,other,mother,1.0,1.0,3.0,False,False,False,False,False,False,True,True,5.0,4.0,5.0,5.0,5.0,1.0,16.0,,8.0,8,math
GP,M,18.0,,LE3,T,3.0,3.0,other,services,course,mother,1.0,2.0,1.0,False,True,False,False,True,True,True,True,4.0,3.0,3.0,1.0,3.0,5.0,8.0,3.0,5.0,5,math
GP,M,16.0,U,GT3,T,0.0,2.0,other,other,other,mother,1.0,1.0,0.0,False,False,True,False,False,True,True,False,4.0,3.0,2.0,2.0,4.0,5.0,,13.0,15.0,15,math
GP,M,18.0,U,GT3,T,3.0,2.0,services,other,course,mother,2.0,1.0,1.0,False,,False,False,True,False,True,False,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,8.0,8,
GP,M,16.0,U,GT3,T,3.0,3.0,at_home,other,reputation,other,3.0,2.0,,True,True,False,False,False,True,True,False,5.0,3.0,3.0,1.0,3.0,2.0,6.0,7.0,10.0,10,math
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,other,mother,1.0,1.0,1.0,False,False,False,False,False,False,,False,3.0,2.0,5.0,2.0,5.0,5.0,4.0,,9.0,8,math
GP,M,16.0,R,GT3,T,2.0,1.0,other,other,course,mother,,1.0,0.0,False,False,False,True,False,True,False,False,3.0,3.0,,1.0,3.0,3.0,0.0,8.0,9.0,8,math
GP,M,17.0,R,GT3,T,2.0,1.0,other,other,course,mother,1.0,1.0,0.0,False,False,False,False,,,True,,4.0,4.0,2.0,,4.0,5.0,0.0,8.0,12.0,12,math
GP,M,17.0,U,LE3,T,1.0,1.0,health,other,course,mother,2.0,1.0,1.0,False,True,False,True,True,True,True,False,4.0,4.0,4.0,1.0,2.0,5.0,2.0,7.0,9.0,8,math
GP,F,17.0,U,LE3,T,4.0,2.0,teacher,services,reputation,mother,1.0,4.0,0.0,False,True,,True,True,True,True,False,4.0,2.0,3.0,1.0,,4.0,6.0,14.0,12.0,13,math
GP,M,19.0,U,LE3,A,4.0,3.0,services,at_home,reputation,mother,,2.0,0.0,False,True,False,False,True,True,True,False,4.0,3.0,1.0,1.0,1.0,1.0,12.0,11.0,,11,math
GP,M,18.0,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,False,5.0,2.0,4.0,1.0,2.0,4.0,8.0,15.0,14.0,14,math
GP,F,17.0,U,LE3,T,2.0,2.0,services,services,course,father,1.0,4.0,0.0,False,False,True,True,True,,True,True,3.0,4.0,1.0,1.0,1.0,2.0,0.0,10.0,9.0,0,math
GP,F,18.0,U,GT3,T,4.0,3.0,services,other,home,father,1.0,2.0,0.0,False,True,True,False,True,True,True,True,3.0,1.0,2.0,1.0,3.0,2.0,21.0,17.0,18.0,18,math
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1.0,2.0,0.0,False,True,True,False,False,True,True,False,4.0,3.0,2.0,1.0,1.0,3.0,2.0,,8.0,8,math
GP,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,1.0,,0.0,False,False,False,True,False,True,False,False,5.0,3.0,2.0,1.0,1.0,3.0,,13.0,12.0,12,math
GP,F,17.0,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,3.0,0.0,False,False,False,True,False,,False,False,3.0,2.0,3.0,1.0,1.0,4.0,4.0,10.0,9.0,9,math
GP,F,18.0,U,GT3,T,2.0,,at_home,,home,mother,1.0,3.0,0.0,False,True,True,True,True,True,True,True,4.0,3.0,3.0,1.0,1.0,3.0,0.0,9.0,10.0,0,math
GP,M,18.0,R,LE3,A,3.0,4.0,other,other,reputation,mother,2.0,2.0,0.0,False,True,True,True,True,True,True,False,4.0,2.0,5.0,3.0,4.0,1.0,13.0,17.0,17.0,17,math
GP,M,17.0,U,GT3,T,3.0,1.0,services,other,other,mother,1.0,2.0,0.0,False,False,True,True,True,True,True,,5.0,4.0,4.0,3.0,,,2.0,,9.0,10,
GP,F,18.0,R,GT3,T,4.0,4.0,teacher,other,reputation,mother,2.0,2.0,0.0,False,False,True,True,True,True,True,False,4.0,3.0,4.0,2.0,2.0,4.0,8.0,12.0,10.0,11,math
GP,M,18.0,U,GT3,T,4.0,2.0,health,other,reputation,father,1.0,2.0,,False,True,True,True,True,True,True,True,5.0,4.0,5.0,1.0,,5.0,10.0,10.0,9.0,10,math
GP,F,18.0,R,GT3,T,2.0,1.0,other,other,reputation,mother,2.0,2.0,0.0,,True,False,False,True,False,True,True,4.0,3.0,5.0,1.0,2.0,3.0,0.0,,0.0,0,math
GP,F,19.0,U,GT3,T,3.0,3.0,,services,home,other,1.0,2.0,2.0,,True,True,True,True,True,True,False,4.0,3.0,5.0,3.0,3.0,5.0,15.0,9.0,9.0,9,math
GP,F,18.0,U,GT3,T,2.0,3.0,other,services,reputation,father,1.0,4.0,0.0,False,True,,True,True,True,True,True,4.0,5.0,5.0,1.0,3.0,2.0,4.0,15.0,14.0,14,math
,F,18.0,U,LE3,T,1.0,,other,other,home,mother,2.0,2.0,0.0,False,True,True,False,False,True,False,False,4.0,,3.0,1.0,1.0,3.0,2.0,11.0,11.0,11,math
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,at_home,,mother,1.0,2.0,0.0,False,True,True,True,,True,False,True,3.0,5.0,2.0,2.0,2.0,1.0,2.0,15.0,14.0,14,math
GP,F,17.0,U,GT3,T,2.0,4.0,at_home,health,reputation,mother,2.0,2.0,0.0,False,True,True,False,True,True,True,True,4.0,3.0,3.0,1.0,1.0,1.0,2.0,10.0,10.0,10,
GP,F,17.0,U,LE3,T,2.0,2.0,services,other,,mother,2.0,2.0,0.0,True,True,True,False,True,True,True,True,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12,math
,F,18.0,R,GT3,A,3.0,2.0,,services,home,mother,2.0,2.0,0.0,False,False,False,,False,False,True,True,4.0,1.0,1.0,1.0,1.0,5.0,75.0,10.0,9.0,9,math
